individual_id,university_attended,income
71921,non-elite university,60375
71922,non-elite university,62394
71923,non-elite university,50172
71924,elite university,157410
71925,non-elite university,88779
71926,elite university,51807
71927,elite university,68400
71928,non-elite university,63085
71929,elite university,79558
71930,elite university,154906
71931,elite university,57612
71932,non-elite university,28516
71933,elite university,101226
71934,non-elite university,41769
71935,elite university,109025
71936,non-elite university,58993
71937,elite university,69293
71938,elite university,68889
71939,elite university,82092
71940,elite university,125302
71941,elite university,58244
71942,non-elite university,70935
71943,elite university,71467
71944,elite university,131810
71945,elite university,63762
71946,non-elite university,77508
71947,elite university,76124
71948,non-elite university,54638
71949,elite university,90837
71950,non-elite university,69958
71951,elite university,56528
71952,non-elite university,52060
71953,elite university,50346
71954,non-elite university,55206
71955,elite university,124766
71956,non-elite university,112837
71957,elite university,110947
71958,non-elite university,108726
71959,non-elite university,61305
71960,non-elite university,39381
71961,non-elite university,74139
71962,non-elite university,98214
71963,elite university,61822
71964,elite university,55177
71965,non-elite university,83353
71966,elite university,69677
71967,elite university,120873
71968,elite university,80385
71969,non-elite university,40918
71970,elite university,81366
71971,elite university,87906
71972,non-elite university,56313
71973,elite university,84281
71974,elite university,89183
71975,elite university,52990
71976,non-elite university,46332
71977,non-elite university,79341
71978,elite university,70721
71979,elite university,44466
71980,elite university,72466
71981,elite university,119701
71982,non-elite university,34867
71983,elite university,54649
71984,non-elite university,74133
71985,non-elite university,101670
71986,elite university,71686
71987,elite university,42626
71988,elite university,82643
71989,non-elite university,60568
71990,elite university,87118
71991,elite university,43587
71992,non-elite university,38971
71993,elite university,30026
71994,non-elite university,97627
71995,elite university,95366
71996,non-elite university,50935
71997,elite university,116645
71998,non-elite university,49659
71999,elite university,97465
72000,elite university,109453
72001,non-elite university,41008
72002,non-elite university,58867
72003,elite university,46361
72004,elite university,81138
72005,elite university,90857
72006,non-elite university,69188
72007,non-elite university,27814
72008,non-elite university,64302
72009,non-elite university,47536
72010,non-elite university,66091
72011,non-elite university,69161
72012,elite university,37878
72013,non-elite university,136327
72014,non-elite university,137941
72015,non-elite university,54103
72016,elite university,76127
72017,non-elite university,52113
72018,non-elite university,57552
72019,elite university,76141
72020,non-elite university,48479
72021,elite university,84063
72022,non-elite university,78531
72023,non-elite university,37804
72024,non-elite university,89407
72025,non-elite university,49740
72026,elite university,96749
72027,non-elite university,73609
72028,elite university,77523
72029,non-elite university,34435
72030,elite university,131986
72031,elite university,57179
72032,non-elite university,130526
72033,non-elite university,57408
72034,elite university,68456
72035,non-elite university,47581
72036,elite university,103546
72037,elite university,122239
72038,elite university,66963
72039,elite university,83423
72040,elite university,94930
72041,elite university,131185
72042,non-elite university,64580
72043,non-elite university,25313
72044,non-elite university,52811
72045,elite university,116620
72046,non-elite university,36541
72047,elite university,145239
72048,elite university,75666
72049,elite university,55774
72050,non-elite university,48020
72051,elite university,121038
72052,elite university,98260
72053,non-elite university,38058
72054,non-elite university,38355
72055,elite university,90619
72056,elite university,68512
72057,non-elite university,41008
72058,non-elite university,57895
72059,elite university,93773
72060,non-elite university,19022
72061,elite university,76808
72062,non-elite university,44989
72063,non-elite university,35439
72064,elite university,103266
72065,elite university,44658
72066,elite university,81064
72067,elite university,62344
72068,non-elite university,43055
72069,elite university,75284
72070,non-elite university,52483
72071,non-elite university,82403
72072,elite university,138550
72073,elite university,53153
72074,non-elite university,129847
72075,elite university,98030
72076,non-elite university,38458
72077,elite university,69389
72078,elite university,62564
72079,non-elite university,27224
72080,elite university,67116
72081,non-elite university,40922
72082,non-elite university,74005
72083,non-elite university,95492
72084,elite university,82804
72085,elite university,43215
72086,elite university,48134
72087,non-elite university,51631
72088,non-elite university,90240
72089,non-elite university,43553
72090,non-elite university,43287
72091,non-elite university,98976
72092,elite university,57721
72093,elite university,75676
72094,non-elite university,47062
72095,elite university,49648
72096,elite university,91409
72097,non-elite university,58100
72098,non-elite university,78694
72099,elite university,77784
72100,non-elite university,51019
72101,elite university,41164
72102,non-elite university,44102
72103,elite university,56209
72104,elite university,80110
72105,non-elite university,43921
72106,elite university,62174
72107,elite university,74367
72108,elite university,67034
72109,elite university,63762
72110,elite university,38330
72111,elite university,84732
72112,non-elite university,36160
72113,non-elite university,44404
72114,non-elite university,44806
72115,non-elite university,62745
72116,elite university,71104
72117,elite university,104217
72118,elite university,68496
72119,non-elite university,40261
72120,elite university,95395
72121,non-elite university,60882
72122,non-elite university,82358
72123,non-elite university,90646
72124,elite university,51370
72125,elite university,60188
72126,elite university,71076
72127,elite university,102570
72128,non-elite university,81831
72129,elite university,52795
72130,elite university,41221
72131,elite university,51404
72132,elite university,77654
72133,non-elite university,51597
72134,elite university,69250
72135,elite university,45001
72136,non-elite university,33116
72137,non-elite university,111017
72138,non-elite university,69336
72139,non-elite university,57275
72140,elite university,125337
72141,non-elite university,59520
72142,non-elite university,42411
72143,non-elite university,68498
72144,non-elite university,42352
72145,non-elite university,34699
72146,elite university,73983
72147,elite university,66419
72148,elite university,62735
72149,elite university,52254
72150,non-elite university,58221
72151,non-elite university,30010
72152,non-elite university,37430
72153,non-elite university,47039
72154,elite university,75187
72155,non-elite university,31622
72156,non-elite university,52821
72157,elite university,50543
72158,elite university,105318
72159,elite university,109156
72160,elite university,146519
72161,non-elite university,100515
72162,elite university,104186
72163,elite university,88656
72164,elite university,43330
72165,elite university,57874
72166,non-elite university,54374
72167,non-elite university,42993
72168,elite university,124974
72169,elite university,84873
72170,non-elite university,42092
72171,elite university,54556
72172,elite university,62700
72173,elite university,113199
72174,elite university,76741
72175,elite university,102576
72176,elite university,32270
72177,elite university,51349
72178,elite university,130916
72179,elite university,75460
72180,elite university,127591
72181,non-elite university,63207
72182,non-elite university,87793
72183,elite university,72697
72184,elite university,68720
72185,non-elite university,46577
72186,non-elite university,77730
72187,elite university,86336
72188,elite university,75417
72189,non-elite university,105395
72190,elite university,67893
72191,non-elite university,60297
72192,non-elite university,42058
72193,non-elite university,39171
72194,non-elite university,45268
72195,elite university,110579
72196,non-elite university,67056
72197,elite university,91248
72198,non-elite university,70682
72199,elite university,37393
72200,non-elite university,113302
72201,non-elite university,85181
72202,elite university,65966
72203,elite university,78120
72204,elite university,91588
72205,non-elite university,64334
72206,non-elite university,72912
72207,elite university,77647
72208,non-elite university,69407
72209,elite university,93006
72210,elite university,78138
72211,non-elite university,71041
72212,non-elite university,52879
72213,non-elite university,73338
72214,elite university,127312
72215,non-elite university,56107
72216,elite university,32798
72217,non-elite university,112866
72218,elite university,170447
72219,non-elite university,48333
72220,elite university,80342
72221,non-elite university,68874
72222,non-elite university,56976
72223,non-elite university,157307
72224,non-elite university,64448
72225,elite university,91513
72226,elite university,66328
72227,non-elite university,51695
72228,non-elite university,86931
72229,elite university,66563
72230,elite university,41439
72231,elite university,92033
72232,non-elite university,91021
72233,elite university,56173
72234,elite university,58961
72235,elite university,39631
72236,non-elite university,47273
72237,elite university,82889
72238,elite university,61642
72239,non-elite university,46889
72240,elite university,66670
72241,elite university,121081
72242,non-elite university,66689
72243,non-elite university,50025
72244,elite university,112718
72245,elite university,83080
72246,non-elite university,54737
72247,non-elite university,64613
72248,elite university,70298
72249,elite university,73816
72250,elite university,81085
72251,non-elite university,134240
72252,elite university,60936
72253,elite university,67779
72254,elite university,43330
72255,non-elite university,63626
72256,elite university,48167
72257,non-elite university,63833
72258,non-elite university,50184
72259,non-elite university,39671
72260,non-elite university,75795
72261,elite university,127034
72262,non-elite university,41064
72263,non-elite university,37614
72264,elite university,107610
72265,non-elite university,44275
72266,elite university,160667
72267,elite university,172463
72268,elite university,76261
72269,elite university,69868
72270,elite university,70590
72271,elite university,65664
72272,non-elite university,58883
72273,elite university,59851
72274,non-elite university,41290
72275,elite university,75049
72276,non-elite university,64633
72277,elite university,75556
72278,elite university,83430
72279,elite university,101513
72280,non-elite university,25472
72281,non-elite university,50830
72282,elite university,82144
72283,non-elite university,66160
72284,elite university,63785
72285,non-elite university,36285
72286,elite university,71001
72287,elite university,82211
72288,elite university,88743
72289,elite university,96926
72290,non-elite university,65080
72291,non-elite university,135849
72292,non-elite university,82848
72293,elite university,51405
72294,elite university,107852
72295,elite university,73484
72296,elite university,111420
72297,elite university,110530
72298,non-elite university,52226
72299,non-elite university,46943
72300,elite university,83038
72301,non-elite university,75873
72302,elite university,44965
72303,non-elite university,80630
72304,elite university,80913
72305,non-elite university,69164
72306,non-elite university,67167
72307,non-elite university,92485
72308,elite university,104072
72309,non-elite university,70458
72310,elite university,72254
72311,non-elite university,61042
72312,elite university,62372
72313,non-elite university,64471
72314,non-elite university,54915
72315,elite university,77549
72316,elite university,139092
72317,non-elite university,91578
72318,elite university,102945
72319,elite university,109499
72320,elite university,46869
72321,elite university,97220
72322,elite university,63448
72323,non-elite university,53827
72324,elite university,73290
72325,elite university,71596
72326,non-elite university,57692
72327,elite university,78287
72328,non-elite university,45505
72329,elite university,57417
72330,non-elite university,56069
72331,non-elite university,48957
72332,elite university,91460
72333,elite university,72782
72334,non-elite university,138811
72335,non-elite university,68975
72336,elite university,88973
72337,elite university,53693
72338,elite university,72481
72339,elite university,67106
72340,non-elite university,66996
72341,non-elite university,81613
72342,elite university,90175
72343,elite university,89779
72344,elite university,43804
72345,elite university,61448
72346,elite university,80060
72347,non-elite university,52276
72348,elite university,72524
72349,non-elite university,52658
72350,elite university,58997
72351,elite university,89681
72352,elite university,51947
72353,non-elite university,41190
72354,elite university,98942
72355,elite university,82175
72356,non-elite university,76507
72357,elite university,116558
72358,non-elite university,62990
72359,elite university,48288
72360,non-elite university,44312
72361,elite university,62782
72362,non-elite university,113973
72363,non-elite university,91526
72364,non-elite university,85771
72365,elite university,111530
72366,non-elite university,63627
72367,elite university,51576
72368,non-elite university,59316
72369,non-elite university,50082
72370,elite university,31083
72371,non-elite university,117295
72372,non-elite university,39174
72373,elite university,102295
72374,elite university,204263
72375,elite university,84299
72376,elite university,42899
72377,non-elite university,53137
72378,non-elite university,35162
72379,non-elite university,52838
72380,elite university,75071
72381,non-elite university,58370
72382,non-elite university,48158
72383,non-elite university,60319
72384,non-elite university,68692
72385,non-elite university,39272
72386,non-elite university,116215
72387,non-elite university,79011
72388,elite university,54066
72389,non-elite university,88048
72390,elite university,64754
72391,non-elite university,78087
72392,elite university,135149
72393,non-elite university,56846
72394,non-elite university,38848
72395,non-elite university,65809
72396,elite university,137449
72397,non-elite university,77200
72398,elite university,72328
72399,elite university,69886
72400,non-elite university,71688
72401,non-elite university,25546
72402,non-elite university,53865
72403,non-elite university,68743
72404,elite university,88775
72405,elite university,114766
72406,non-elite university,65281
72407,elite university,65108
72408,non-elite university,58240
72409,elite university,44481
72410,elite university,67671
72411,elite university,56740
72412,elite university,37523
72413,non-elite university,61339
72414,elite university,79362
72415,non-elite university,65358
72416,elite university,65053
72417,non-elite university,68097
72418,non-elite university,56428
72419,non-elite university,141152
72420,non-elite university,114223
72421,non-elite university,76239
72422,elite university,85727
72423,elite university,49415
72424,elite university,95048
72425,non-elite university,59153
72426,non-elite university,293762
72427,non-elite university,44362
72428,non-elite university,47132
72429,non-elite university,47114
72430,elite university,86487
72431,elite university,61695
72432,non-elite university,55279
72433,elite university,68749
72434,elite university,134390
72435,non-elite university,60927
72436,elite university,68453
72437,non-elite university,47600
72438,elite university,64581
72439,non-elite university,55063
72440,elite university,85218
72441,elite university,67556
72442,non-elite university,88747
72443,non-elite university,51091
72444,elite university,69614
72445,elite university,52789
72446,elite university,75524
72447,elite university,51158
72448,non-elite university,97937
72449,non-elite university,68175
72450,elite university,105148
72451,elite university,57253
72452,non-elite university,71664
72453,elite university,40156
72454,non-elite university,64140
72455,elite university,85628
72456,non-elite university,69742
72457,elite university,78813
72458,elite university,63015
72459,elite university,54641
72460,non-elite university,56252
72461,elite university,76865
72462,non-elite university,39054
72463,elite university,47474
72464,non-elite university,69197
72465,non-elite university,61726
72466,non-elite university,65754
72467,non-elite university,42287
72468,elite university,95302
72469,elite university,94086
72470,elite university,98737
72471,non-elite university,64446
72472,elite university,47907
72473,elite university,69625
72474,non-elite university,66557
72475,elite university,93360
72476,non-elite university,112991
72477,non-elite university,49321
72478,elite university,102326
72479,non-elite university,61539
72480,elite university,66929
72481,non-elite university,70585
72482,elite university,47569
72483,non-elite university,40524
72484,non-elite university,52794
72485,non-elite university,46794
72486,elite university,56381
72487,elite university,94349
72488,non-elite university,38401
72489,elite university,65053
72490,elite university,65526
72491,elite university,68301
72492,non-elite university,61555
72493,elite university,156285
72494,elite university,68105
72495,non-elite university,76286
72496,elite university,72814
72497,non-elite university,130705
72498,elite university,45299
72499,non-elite university,44422
72500,non-elite university,44484
72501,elite university,74900
72502,elite university,91919
72503,non-elite university,61774
72504,non-elite university,92808
72505,elite university,58162
72506,elite university,84416
72507,non-elite university,60096
72508,elite university,78064
72509,non-elite university,107127
72510,non-elite university,75244
72511,elite university,59887
72512,non-elite university,70808
72513,non-elite university,67048
72514,non-elite university,38983
72515,elite university,62459
72516,non-elite university,67244
72517,non-elite university,49881
72518,elite university,98368
72519,non-elite university,73358
72520,elite university,92336
72521,non-elite university,49754
72522,non-elite university,42408
72523,elite university,62461
72524,elite university,71846
72525,non-elite university,82500
72526,non-elite university,111768
72527,non-elite university,51725
72528,elite university,60374
72529,non-elite university,64245
72530,non-elite university,69541
72531,non-elite university,44120
72532,non-elite university,30063
72533,elite university,49732
72534,elite university,46507
72535,non-elite university,99242
72536,elite university,48073
72537,non-elite university,74413
72538,non-elite university,46070
72539,non-elite university,49575
72540,non-elite university,53815
72541,non-elite university,81143
72542,non-elite university,63407
72543,non-elite university,50412
72544,elite university,61866
72545,non-elite university,48414
72546,elite university,85638
72547,elite university,56249
72548,elite university,53525
72549,non-elite university,72395
72550,elite university,53113
72551,elite university,100817
72552,elite university,147009
72553,elite university,84105
72554,elite university,75817
72555,non-elite university,151763
72556,non-elite university,46705
72557,elite university,68409
72558,non-elite university,67257
72559,non-elite university,124332
72560,non-elite university,64976
72561,non-elite university,42237
72562,non-elite university,39706
72563,elite university,88671
72564,elite university,117378
72565,elite university,63887
72566,elite university,82391
72567,non-elite university,48398
72568,non-elite university,114222
72569,non-elite university,47064
72570,elite university,77894
72571,elite university,59061
72572,non-elite university,122082
72573,non-elite university,50598
72574,elite university,44884
72575,elite university,81799
72576,elite university,96188
72577,non-elite university,37940
72578,elite university,75290
72579,elite university,56908
72580,non-elite university,34059
72581,elite university,99981
72582,elite university,40804
72583,elite university,99704
72584,elite university,49685
72585,non-elite university,50214
72586,non-elite university,42984
72587,non-elite university,55378
72588,elite university,48700
72589,non-elite university,48307
72590,non-elite university,55645
72591,elite university,43834
72592,elite university,84117
72593,non-elite university,105405
72594,non-elite university,67638
72595,elite university,112823
72596,non-elite university,60472
72597,non-elite university,43205
72598,elite university,71954
72599,elite university,95319
72600,non-elite university,84304
72601,non-elite university,55243
72602,elite university,99340
72603,elite university,60653
72604,elite university,47968
72605,elite university,84989
72606,elite university,57598
72607,elite university,53294
72608,elite university,39810
72609,elite university,60371
72610,non-elite university,46425
72611,non-elite university,32327
72612,non-elite university,63203
72613,non-elite university,59525
72614,non-elite university,85675
72615,elite university,54970
72616,non-elite university,46713
72617,elite university,65663
72618,non-elite university,41238
72619,non-elite university,94084
72620,non-elite university,65366
72621,non-elite university,75685
72622,elite university,158677
72623,elite university,56477
72624,elite university,66191
72625,non-elite university,59559
72626,non-elite university,107708
72627,elite university,67979
72628,non-elite university,105468
72629,elite university,74289
72630,elite university,94735
72631,elite university,97099
72632,elite university,60657
72633,elite university,222641
72634,elite university,189240
72635,non-elite university,63888
72636,non-elite university,41630
72637,non-elite university,92283
72638,elite university,31023
72639,elite university,58240
72640,non-elite university,113964
72641,non-elite university,51562
72642,elite university,87132
72643,elite university,85362
72644,non-elite university,68247
72645,elite university,69203
72646,elite university,115914
72647,elite university,51300
72648,non-elite university,44093
72649,elite university,70562
72650,elite university,101936
72651,non-elite university,65041
72652,non-elite university,55320
72653,non-elite university,84812
72654,non-elite university,76048
72655,non-elite university,68981
72656,non-elite university,71531
72657,elite university,72333
72658,non-elite university,83049
72659,elite university,69500
72660,elite university,151990
72661,non-elite university,52014
72662,elite university,125782
72663,elite university,71529
72664,elite university,59657
72665,elite university,55559
72666,elite university,67746
72667,elite university,105567
72668,non-elite university,78458
72669,elite university,112975
72670,elite university,114009
72671,elite university,80570
72672,non-elite university,45591
72673,non-elite university,116257
72674,elite university,119993
72675,elite university,78128
72676,non-elite university,75091
72677,non-elite university,37141
72678,elite university,72385
72679,elite university,109656
72680,elite university,100824
72681,non-elite university,49823
72682,non-elite university,35480
72683,non-elite university,76014
72684,non-elite university,34502
72685,non-elite university,100881
72686,non-elite university,37255
72687,non-elite university,69828
72688,non-elite university,91009
72689,elite university,57305
72690,elite university,80338
72691,elite university,46944
72692,non-elite university,41317
72693,non-elite university,48258
72694,non-elite university,62729
72695,non-elite university,35633
72696,non-elite university,84715
72697,elite university,86965
72698,elite university,83701
72699,non-elite university,37577
72700,non-elite university,54199
72701,non-elite university,99400
72702,elite university,106898
72703,elite university,79059
72704,non-elite university,77640
72705,non-elite university,63385
72706,non-elite university,86247
72707,non-elite university,88975
72708,elite university,59694
72709,non-elite university,75238
72710,elite university,137089
72711,non-elite university,42827
72712,non-elite university,67175
72713,non-elite university,58286
72714,non-elite university,44010
72715,elite university,79638
72716,elite university,34750
72717,elite university,40347
72718,elite university,45761
72719,non-elite university,56909
72720,non-elite university,75574
72721,elite university,83885
72722,elite university,95833
72723,elite university,50446
72724,elite university,65157
72725,elite university,95866
72726,elite university,84060
72727,non-elite university,39179
72728,non-elite university,52369
72729,elite university,75407
72730,elite university,71367
72731,elite university,79692
72732,non-elite university,51675
72733,non-elite university,76498
72734,non-elite university,52283
72735,non-elite university,38453
72736,non-elite university,82722
72737,elite university,46776
72738,non-elite university,72388
72739,non-elite university,71682
72740,elite university,85581
72741,elite university,57577
72742,elite university,66055
72743,elite university,49041
72744,non-elite university,79370
72745,elite university,34029
72746,elite university,132591
72747,elite university,87531
72748,non-elite university,29664
72749,non-elite university,80264
72750,non-elite university,62145
72751,elite university,161413
72752,non-elite university,60612
72753,elite university,83054
72754,elite university,47515
72755,elite university,57983
72756,elite university,62761
72757,non-elite university,59284
72758,non-elite university,62130
72759,non-elite university,63323
72760,elite university,73452
72761,non-elite university,57576
72762,non-elite university,49689
72763,non-elite university,53201
72764,non-elite university,45362
72765,non-elite university,57159
72766,non-elite university,94287
72767,elite university,50685
72768,non-elite university,69988
72769,non-elite university,41295
72770,elite university,72533
72771,non-elite university,50054
72772,non-elite university,80965
72773,elite university,52614
72774,elite university,66092
72775,elite university,51842
72776,elite university,60781
72777,elite university,41183
72778,elite university,74541
72779,non-elite university,41919
72780,elite university,35282
72781,elite university,41837
72782,non-elite university,73446
72783,elite university,57368
72784,elite university,40462
72785,elite university,46151
72786,elite university,93277
72787,elite university,54791
72788,elite university,66590
72789,non-elite university,98304
72790,elite university,115767
72791,elite university,81932
72792,elite university,57902
72793,non-elite university,75911
72794,elite university,51197
72795,elite university,91366
72796,elite university,54985
72797,non-elite university,56863
72798,non-elite university,57958
72799,non-elite university,49650
72800,elite university,83370
72801,non-elite university,63503
72802,non-elite university,87787
72803,non-elite university,29354
72804,non-elite university,60987
72805,elite university,40492
72806,elite university,54821
72807,elite university,59274
72808,non-elite university,48251
72809,non-elite university,34832
72810,elite university,77424
72811,non-elite university,31229
72812,elite university,60067
72813,non-elite university,45795
72814,elite university,135830
72815,elite university,47853
72816,elite university,75320
72817,non-elite university,77157
72818,non-elite university,38076
72819,elite university,40033
72820,elite university,77211
72821,elite university,67822
72822,non-elite university,67209
72823,non-elite university,60071
72824,non-elite university,56822
72825,elite university,97753
72826,non-elite university,38772
72827,elite university,61280
72828,non-elite university,36127
72829,elite university,88444
72830,elite university,158173
72831,non-elite university,62507
72832,elite university,57159
72833,elite university,66785
72834,non-elite university,70330
72835,non-elite university,63315
72836,non-elite university,99701
72837,non-elite university,65261
72838,non-elite university,62733
72839,elite university,62437
72840,elite university,57132
72841,elite university,38113
72842,non-elite university,79904
72843,elite university,124909
72844,elite university,124063
72845,elite university,128494
72846,non-elite university,77684
72847,elite university,108829
72848,non-elite university,56833
72849,non-elite university,99243
72850,elite university,75254
72851,elite university,86441
72852,elite university,45609
72853,non-elite university,55904
72854,non-elite university,69025
72855,non-elite university,87968
72856,non-elite university,55674
72857,non-elite university,90560
72858,elite university,83508
72859,elite university,76932
72860,non-elite university,53551
72861,elite university,73751
72862,non-elite university,56370
72863,elite university,102947
72864,non-elite university,74813
72865,non-elite university,48968
72866,elite university,65686
72867,elite university,49783
72868,non-elite university,88517
72869,non-elite university,69873
72870,elite university,79489
72871,elite university,63822
72872,elite university,70893
72873,non-elite university,107316
72874,non-elite university,36305
72875,non-elite university,113062
72876,non-elite university,43258
72877,elite university,58076
72878,elite university,110545
72879,non-elite university,66624
72880,non-elite university,53275
72881,elite university,44627
72882,elite university,160960
72883,elite university,61896
72884,elite university,43110
72885,non-elite university,53187
72886,non-elite university,28895
72887,elite university,72065
72888,elite university,71529
72889,elite university,69029
72890,non-elite university,57255
72891,non-elite university,22758
72892,elite university,81143
72893,non-elite university,36766
72894,non-elite university,94829
72895,non-elite university,64159
72896,non-elite university,57028
72897,non-elite university,40285
72898,elite university,54881
72899,non-elite university,39762
72900,elite university,43006
72901,non-elite university,95286
72902,elite university,56907
72903,non-elite university,60521
72904,non-elite university,72123
72905,elite university,108347
72906,non-elite university,67281
72907,non-elite university,69606
72908,non-elite university,35630
72909,elite university,118457
72910,non-elite university,35961
72911,non-elite university,49808
72912,non-elite university,34617
72913,elite university,55240
72914,non-elite university,78474
72915,elite university,45816
72916,elite university,71387
72917,elite university,75507
72918,non-elite university,77549
72919,non-elite university,54293
72920,non-elite university,48016
72921,non-elite university,31732
72922,non-elite university,47839
72923,non-elite university,43509
72924,elite university,71143
72925,non-elite university,94589
72926,elite university,158262
72927,elite university,84823
72928,elite university,102674
72929,non-elite university,51770
72930,elite university,70343
72931,elite university,47120
72932,non-elite university,74547
72933,non-elite university,32902
72934,non-elite university,57476
72935,elite university,93674
72936,elite university,61393
72937,non-elite university,122615
72938,non-elite university,37806
72939,non-elite university,45639
72940,elite university,84070
72941,non-elite university,31297
72942,non-elite university,60937
72943,elite university,51415
72944,non-elite university,52226
72945,elite university,100505
72946,non-elite university,113415
72947,elite university,59605
72948,non-elite university,55765
72949,non-elite university,32728
72950,non-elite university,70382
72951,elite university,91653
72952,elite university,48856
72953,elite university,102207
72954,elite university,65827
72955,non-elite university,49152
72956,elite university,59622
72957,non-elite university,62844
72958,non-elite university,107775
72959,elite university,49119
72960,elite university,83175
72961,non-elite university,97576
72962,non-elite university,38631
72963,non-elite university,44092
72964,elite university,91624
72965,non-elite university,45274
72966,elite university,96262
72967,elite university,61571
72968,elite university,81907
72969,elite university,77506
72970,elite university,83478
72971,elite university,49150
72972,elite university,66010
72973,elite university,87583
72974,non-elite university,53056
72975,non-elite university,91801
72976,non-elite university,58807
72977,elite university,83544
72978,elite university,83515
72979,elite university,142452
72980,non-elite university,51425
72981,elite university,52316
72982,non-elite university,41631
72983,non-elite university,99531
72984,non-elite university,68374
72985,elite university,83566
72986,non-elite university,32471
72987,non-elite university,40497
72988,non-elite university,80150
72989,elite university,95793
72990,elite university,76801
72991,non-elite university,51994
72992,elite university,143584
72993,elite university,60467
72994,elite university,78024
72995,non-elite university,47201
72996,elite university,65405
72997,non-elite university,54192
72998,elite university,74092
72999,non-elite university,71273
73000,elite university,102034
73001,non-elite university,38182
73002,non-elite university,39230
73003,non-elite university,58635
73004,elite university,75014
73005,elite university,69035
73006,elite university,94666
73007,elite university,134258
73008,elite university,68516
73009,non-elite university,45810
73010,elite university,29506
73011,non-elite university,76641
73012,elite university,47782
73013,elite university,67732
73014,non-elite university,78892
73015,non-elite university,94939
73016,elite university,98139
73017,elite university,62861
73018,elite university,92363
73019,non-elite university,73066
73020,non-elite university,63143
73021,non-elite university,71025
73022,non-elite university,34603
73023,non-elite university,77743
73024,elite university,52523
73025,non-elite university,91553
73026,non-elite university,51711
73027,non-elite university,43908
73028,non-elite university,65089
73029,elite university,43877
73030,elite university,89306
73031,non-elite university,70722
73032,non-elite university,59207
73033,elite university,72944
73034,elite university,35035
73035,elite university,75256
73036,non-elite university,69861
73037,elite university,140586
73038,elite university,81988
73039,non-elite university,38171
73040,elite university,93536
73041,non-elite university,36120
73042,elite university,72999
73043,elite university,45328
73044,non-elite university,113413
73045,elite university,104998
73046,elite university,56211
73047,non-elite university,39725
73048,non-elite university,47218
73049,elite university,83418
73050,elite university,112434
73051,non-elite university,46345
73052,non-elite university,90479
73053,elite university,79460
73054,elite university,87177
73055,elite university,90850
73056,elite university,41486
73057,non-elite university,22368
73058,non-elite university,43480
73059,elite university,103690
73060,elite university,73878
73061,elite university,64889
73062,elite university,92762
73063,non-elite university,62875
73064,non-elite university,46731
73065,non-elite university,43069
73066,elite university,31812
73067,non-elite university,69304
73068,elite university,88048
73069,non-elite university,53868
73070,non-elite university,46353
73071,non-elite university,39894
73072,non-elite university,81216
73073,non-elite university,70675
73074,elite university,106703
73075,non-elite university,76492
73076,elite university,52357
73077,non-elite university,49476
73078,non-elite university,28956
73079,non-elite university,39189
73080,elite university,66293
73081,elite university,56458
73082,non-elite university,39209
73083,non-elite university,36850
73084,elite university,60246
73085,elite university,54730
73086,elite university,96411
73087,non-elite university,57452
73088,non-elite university,79571
73089,elite university,118228
73090,non-elite university,65003
73091,elite university,92386
73092,elite university,63360
73093,non-elite university,59739
73094,elite university,27499
73095,elite university,110416
73096,non-elite university,56813
73097,non-elite university,43459
73098,elite university,55725
73099,elite university,87586
73100,elite university,60794
73101,elite university,54028
73102,non-elite university,51968
73103,non-elite university,21685
73104,non-elite university,69156
73105,elite university,63103
73106,non-elite university,51034
73107,non-elite university,54012
73108,non-elite university,18940
73109,non-elite university,80957
73110,non-elite university,44390
73111,elite university,43574
73112,elite university,63716
73113,non-elite university,72678
73114,non-elite university,59596
73115,elite university,45167
73116,non-elite university,69902
73117,non-elite university,55957
73118,non-elite university,67263
73119,non-elite university,78144
73120,non-elite university,52639
73121,elite university,56503
73122,non-elite university,63999
73123,non-elite university,71883
73124,non-elite university,60570
73125,elite university,85730
73126,elite university,88868
73127,elite university,120019
73128,elite university,89449
73129,non-elite university,39814
73130,non-elite university,50352
73131,elite university,74694
73132,non-elite university,46928
73133,non-elite university,67044
73134,non-elite university,99659
73135,elite university,88624
73136,non-elite university,82173
73137,elite university,64949
73138,non-elite university,70068
73139,elite university,68158
73140,non-elite university,62792
73141,non-elite university,105512
73142,elite university,44588
73143,elite university,68080
73144,non-elite university,81631
73145,elite university,116185
73146,non-elite university,102209
73147,elite university,148462
73148,elite university,98607
73149,non-elite university,31902
73150,non-elite university,63422
73151,non-elite university,53598
73152,non-elite university,53658
73153,elite university,109037
73154,elite university,53607
73155,non-elite university,59496
73156,non-elite university,74354
73157,non-elite university,71210
73158,elite university,94475
73159,elite university,110397
73160,elite university,118616
73161,non-elite university,71959
73162,non-elite university,51168
73163,non-elite university,42556
73164,non-elite university,48465
73165,non-elite university,76766
73166,elite university,53912
73167,elite university,123623
73168,elite university,96502
73169,non-elite university,88033
73170,non-elite university,128517
73171,non-elite university,102768
73172,non-elite university,32430
73173,elite university,68944
73174,non-elite university,73329
73175,non-elite university,62960
73176,elite university,99099
73177,elite university,96059
73178,elite university,67245
73179,non-elite university,39208
73180,non-elite university,82507
73181,non-elite university,55897
73182,non-elite university,33496
73183,non-elite university,65181
73184,elite university,68717
73185,elite university,105877
73186,non-elite university,73285
73187,non-elite university,107566
73188,elite university,71166
73189,elite university,74398
73190,non-elite university,77343
73191,non-elite university,67586
73192,non-elite university,48874
