individual_id,university_attended,income_elite_university,income_non_elite_university
67902,non-elite university,58431,57431
67903,elite university,134545,133545
67904,elite university,97008,96008
67905,non-elite university,68441,67441
67906,elite university,43238,42238
67907,elite university,123638,122638
67908,elite university,86287,85287
67909,non-elite university,37223,36223
67910,non-elite university,87281,86281
67911,elite university,53538,52538
67912,elite university,139848,138848
67913,non-elite university,56617,55617
67914,non-elite university,69182,68182
67915,elite university,74494,73494
67916,non-elite university,48631,47631
67917,elite university,82750,81750
67918,non-elite university,98163,97163
67919,elite university,82379,81379
67920,non-elite university,67025,66025
67921,elite university,59304,58304
67922,elite university,88529,87529
67923,elite university,76701,75701
67924,non-elite university,45827,44827
67925,non-elite university,62221,61221
67926,non-elite university,79237,78237
67927,non-elite university,84278,83278
67928,elite university,45014,44014
67929,non-elite university,43812,42812
67930,elite university,106278,105278
67931,elite university,35486,34486
67932,elite university,59306,58306
67933,elite university,88078,87078
67934,non-elite university,60680,59680
67935,elite university,143486,142486
67936,non-elite university,52063,51063
67937,elite university,113923,112923
67938,non-elite university,80552,79552
67939,elite university,74257,73257
67940,elite university,55538,54538
67941,non-elite university,52628,51628
67942,non-elite university,67355,66355
67943,elite university,89627,88627
67944,non-elite university,69767,68767
67945,non-elite university,39687,38687
67946,non-elite university,33383,32383
67947,elite university,45798,44798
67948,non-elite university,44394,43394
67949,elite university,45298,44298
67950,elite university,83253,82253
67951,non-elite university,50049,49049
67952,elite university,39407,38407
67953,non-elite university,40566,39566
67954,non-elite university,55626,54626
67955,non-elite university,87128,86128
67956,elite university,59241,58241
67957,non-elite university,69384,68384
67958,non-elite university,76950,75950
67959,elite university,90919,89919
67960,non-elite university,62113,61113
67961,non-elite university,85466,84466
67962,elite university,129800,128800
67963,non-elite university,43899,42899
67964,elite university,81448,80448
67965,non-elite university,30432,29432
67966,non-elite university,70163,69163
67967,elite university,85699,84699
67968,non-elite university,95483,94483
67969,non-elite university,162744,161744
67970,elite university,71056,70056
67971,elite university,61106,60106
67972,elite university,78291,77291
67973,non-elite university,43374,42374
67974,elite university,46571,45571
67975,non-elite university,60030,59030
67976,non-elite university,118398,117398
67977,non-elite university,51894,50894
67978,elite university,71252,70252
67979,elite university,53969,52969
67980,non-elite university,109382,108382
67981,elite university,61227,60227
67982,non-elite university,42301,41301
67983,non-elite university,82386,81386
67984,elite university,73523,72523
67985,non-elite university,52759,51759
67986,elite university,68529,67529
67987,non-elite university,84604,83604
67988,elite university,75084,74084
67989,non-elite university,26865,25865
67990,non-elite university,79561,78561
67991,non-elite university,63027,62027
67992,elite university,51932,50932
67993,non-elite university,57719,56719
67994,elite university,142370,141370
67995,non-elite university,42808,41808
67996,elite university,106152,105152
67997,elite university,36162,35162
67998,elite university,72828,71828
67999,elite university,114348,113348
68000,elite university,86403,85403
68001,elite university,84980,83980
68002,elite university,62648,61648
68003,elite university,90120,89120
68004,non-elite university,84702,83702
68005,elite university,72966,71966
68006,non-elite university,137310,136310
68007,elite university,122619,121619
68008,elite university,70752,69752
68009,elite university,71025,70025
68010,elite university,93792,92792
68011,elite university,70704,69704
68012,elite university,72226,71226
68013,elite university,87259,86259
68014,elite university,57973,56973
68015,non-elite university,63367,62367
68016,elite university,86669,85669
68017,elite university,130832,129832
68018,non-elite university,51178,50178
68019,elite university,83435,82435
68020,non-elite university,37810,36810
68021,elite university,66866,65866
68022,non-elite university,57601,56601
68023,elite university,69570,68570
68024,non-elite university,51064,50064
68025,non-elite university,68634,67634
68026,non-elite university,30180,29180
68027,elite university,83816,82816
68028,elite university,65010,64010
68029,elite university,76879,75879
68030,elite university,51748,50748
68031,non-elite university,38189,37189
68032,non-elite university,35153,34153
68033,elite university,56731,55731
68034,non-elite university,89567,88567
68035,non-elite university,64531,63531
68036,non-elite university,39671,38671
68037,elite university,47370,46370
68038,non-elite university,85106,84106
68039,non-elite university,57008,56008
68040,elite university,65683,64683
68041,non-elite university,52768,51768
68042,elite university,54053,53053
68043,non-elite university,110410,109410
68044,non-elite university,50748,49748
68045,non-elite university,79568,78568
68046,elite university,108583,107583
68047,non-elite university,56053,55053
68048,elite university,239006,238006
68049,elite university,88534,87534
68050,elite university,91447,90447
68051,non-elite university,72144,71144
68052,non-elite university,95727,94727
68053,non-elite university,55408,54408
68054,elite university,58666,57666
68055,non-elite university,48233,47233
68056,elite university,60127,59127
68057,elite university,102199,101199
68058,elite university,76289,75289
68059,elite university,67077,66077
68060,non-elite university,88074,87074
68061,non-elite university,52887,51887
68062,non-elite university,81860,80860
68063,non-elite university,42696,41696
68064,elite university,54353,53353
68065,elite university,42157,41157
68066,elite university,83939,82939
68067,elite university,80552,79552
68068,non-elite university,49965,48965
68069,non-elite university,36267,35267
68070,non-elite university,83371,82371
68071,non-elite university,50341,49341
68072,non-elite university,32696,31696
68073,elite university,105463,104463
68074,non-elite university,45415,44415
68075,elite university,83064,82064
68076,elite university,55787,54787
68077,non-elite university,100776,99776
68078,elite university,90450,89450
68079,elite university,80220,79220
68080,non-elite university,66412,65412
68081,elite university,75014,74014
68082,elite university,68868,67868
68083,non-elite university,41064,40064
68084,non-elite university,84222,83222
68085,elite university,44931,43931
68086,elite university,119396,118396
68087,elite university,98381,97381
68088,elite university,86476,85476
68089,non-elite university,90878,89878
68090,elite university,89139,88139
68091,elite university,97879,96879
68092,elite university,89673,88673
68093,non-elite university,74054,73054
68094,elite university,83187,82187
68095,elite university,104281,103281
68096,non-elite university,69671,68671
68097,non-elite university,81361,80361
68098,elite university,52909,51909
68099,non-elite university,79303,78303
68100,elite university,88710,87710
68101,elite university,57578,56578
68102,non-elite university,44098,43098
68103,elite university,102406,101406
68104,elite university,60279,59279
68105,non-elite university,81098,80098
68106,non-elite university,53012,52012
68107,non-elite university,44223,43223
68108,elite university,46735,45735
68109,elite university,70558,69558
68110,elite university,100596,99596
68111,non-elite university,70679,69679
68112,non-elite university,99901,98901
68113,non-elite university,47409,46409
68114,non-elite university,61463,60463
68115,non-elite university,62568,61568
68116,elite university,48498,47498
68117,non-elite university,58510,57510
68118,elite university,146462,145462
68119,non-elite university,68740,67740
68120,elite university,97348,96348
68121,non-elite university,37569,36569
68122,non-elite university,52069,51069
68123,non-elite university,127294,126294
68124,non-elite university,77137,76137
68125,non-elite university,66136,65136
68126,non-elite university,68397,67397
68127,non-elite university,83345,82345
68128,non-elite university,50913,49913
68129,elite university,57818,56818
68130,non-elite university,61399,60399
68131,non-elite university,96066,95066
68132,elite university,50007,49007
68133,non-elite university,56462,55462
68134,elite university,58985,57985
68135,non-elite university,33632,32632
68136,elite university,89493,88493
68137,non-elite university,43439,42439
68138,elite university,101021,100021
68139,non-elite university,43175,42175
68140,elite university,66844,65844
68141,elite university,92386,91386
68142,non-elite university,74394,73394
68143,non-elite university,57608,56608
68144,non-elite university,75436,74436
68145,elite university,71614,70614
68146,non-elite university,34916,33916
68147,non-elite university,66338,65338
68148,non-elite university,65908,64908
68149,elite university,79805,78805
68150,elite university,44405,43405
68151,non-elite university,57072,56072
68152,non-elite university,57333,56333
68153,non-elite university,71390,70390
68154,elite university,29252,28252
68155,elite university,64655,63655
68156,elite university,84482,83482
68157,elite university,52637,51637
68158,non-elite university,87700,86700
68159,elite university,67402,66402
68160,non-elite university,39754,38754
68161,non-elite university,72836,71836
68162,elite university,106450,105450
68163,non-elite university,61243,60243
68164,elite university,78388,77388
68165,non-elite university,40636,39636
68166,elite university,79187,78187
68167,non-elite university,67008,66008
68168,non-elite university,91699,90699
68169,elite university,93156,92156
68170,elite university,74391,73391
68171,elite university,41513,40513
68172,elite university,61159,60159
68173,elite university,89356,88356
68174,non-elite university,49289,48289
68175,non-elite university,66299,65299
68176,elite university,98919,97919
68177,non-elite university,39608,38608
68178,elite university,116048,115048
68179,non-elite university,83128,82128
68180,elite university,107249,106249
68181,elite university,61639,60639
68182,elite university,121756,120756
68183,non-elite university,79566,78566
68184,non-elite university,94909,93909
68185,elite university,96332,95332
68186,elite university,78874,77874
68187,non-elite university,82362,81362
68188,non-elite university,41752,40752
68189,elite university,80215,79215
68190,non-elite university,56299,55299
68191,elite university,37259,36259
68192,non-elite university,48824,47824
68193,non-elite university,58642,57642
68194,non-elite university,28775,27775
68195,non-elite university,58929,57929
68196,elite university,76243,75243
68197,elite university,97615,96615
68198,elite university,46934,45934
68199,elite university,42858,41858
68200,elite university,116494,115494
68201,elite university,59379,58379
68202,non-elite university,100275,99275
68203,non-elite university,48524,47524
68204,elite university,61190,60190
68205,elite university,37220,36220
68206,non-elite university,152526,151526
68207,elite university,58207,57207
68208,non-elite university,66310,65310
68209,elite university,56438,55438
68210,elite university,66528,65528
68211,elite university,57529,56529
68212,non-elite university,43643,42643
68213,elite university,38849,37849
68214,non-elite university,27709,26709
68215,elite university,100845,99845
68216,non-elite university,37416,36416
68217,elite university,54960,53960
68218,elite university,55838,54838
68219,non-elite university,81246,80246
68220,elite university,58500,57500
68221,elite university,108254,107254
68222,elite university,49181,48181
68223,non-elite university,65637,64637
68224,non-elite university,51395,50395
68225,elite university,42271,41271
68226,non-elite university,39455,38455
68227,elite university,57412,56412
68228,elite university,75992,74992
68229,non-elite university,57980,56980
68230,non-elite university,52057,51057
68231,non-elite university,61580,60580
68232,non-elite university,43854,42854
68233,non-elite university,40853,39853
68234,elite university,65572,64572
68235,elite university,68840,67840
68236,non-elite university,55114,54114
68237,elite university,81482,80482
68238,non-elite university,89729,88729
68239,non-elite university,75262,74262
68240,elite university,59722,58722
68241,non-elite university,83422,82422
68242,non-elite university,52736,51736
68243,non-elite university,69615,68615
68244,non-elite university,63213,62213
68245,elite university,112811,111811
68246,elite university,41365,40365
68247,elite university,112551,111551
68248,non-elite university,65916,64916
68249,elite university,44961,43961
68250,non-elite university,45778,44778
68251,non-elite university,54080,53080
68252,non-elite university,66281,65281
68253,elite university,64665,63665
68254,elite university,65817,64817
68255,non-elite university,72448,71448
68256,elite university,69412,68412
68257,non-elite university,60166,59166
68258,non-elite university,48729,47729
68259,elite university,116405,115405
68260,elite university,184413,183413
68261,non-elite university,63869,62869
68262,elite university,85143,84143
68263,non-elite university,50993,49993
68264,non-elite university,24953,23953
68265,elite university,72957,71957
68266,elite university,95979,94979
68267,elite university,84740,83740
68268,elite university,84768,83768
68269,elite university,44537,43537
68270,elite university,91272,90272
68271,non-elite university,48885,47885
68272,elite university,90454,89454
68273,non-elite university,52938,51938
68274,non-elite university,92892,91892
68275,elite university,45870,44870
68276,non-elite university,140771,139771
68277,non-elite university,74045,73045
68278,non-elite university,40384,39384
68279,elite university,145798,144798
68280,non-elite university,65507,64507
68281,non-elite university,44752,43752
68282,elite university,66244,65244
68283,non-elite university,48434,47434
68284,non-elite university,41924,40924
68285,non-elite university,50690,49690
68286,non-elite university,88033,87033
68287,non-elite university,71895,70895
68288,non-elite university,32551,31551
68289,non-elite university,46113,45113
68290,non-elite university,43079,42079
68291,non-elite university,46874,45874
68292,elite university,101399,100399
68293,non-elite university,44188,43188
68294,elite university,50660,49660
68295,non-elite university,61084,60084
68296,non-elite university,88369,87369
68297,elite university,91422,90422
68298,elite university,56199,55199
68299,elite university,33484,32484
68300,elite university,71447,70447
68301,non-elite university,75837,74837
68302,elite university,53748,52748
68303,elite university,95103,94103
68304,non-elite university,161397,160397
68305,elite university,58834,57834
68306,elite university,48849,47849
68307,elite university,53846,52846
68308,non-elite university,47090,46090
68309,non-elite university,66036,65036
68310,elite university,78256,77256
68311,elite university,70637,69637
68312,elite university,42600,41600
68313,non-elite university,85021,84021
68314,non-elite university,45301,44301
68315,elite university,73841,72841
68316,elite university,86584,85584
68317,elite university,49935,48935
68318,elite university,122882,121882
68319,non-elite university,83148,82148
68320,elite university,88750,87750
68321,elite university,63829,62829
68322,non-elite university,32438,31438
68323,elite university,113969,112969
68324,non-elite university,49741,48741
68325,non-elite university,74419,73419
68326,elite university,99605,98605
68327,non-elite university,51601,50601
68328,elite university,88211,87211
68329,elite university,61681,60681
68330,elite university,77265,76265
68331,elite university,75955,74955
68332,elite university,36770,35770
68333,non-elite university,69374,68374
68334,non-elite university,31258,30258
68335,elite university,93887,92887
68336,non-elite university,47217,46217
68337,elite university,52226,51226
68338,non-elite university,88100,87100
68339,elite university,50278,49278
68340,non-elite university,115390,114390
68341,elite university,92991,91991
68342,elite university,72791,71791
68343,elite university,51853,50853
68344,elite university,42451,41451
68345,elite university,53285,52285
68346,elite university,78652,77652
68347,elite university,54427,53427
68348,non-elite university,83746,82746
68349,non-elite university,29137,28137
68350,elite university,82179,81179
68351,elite university,63858,62858
68352,elite university,91125,90125
68353,elite university,141659,140659
68354,non-elite university,93872,92872
68355,elite university,67605,66605
68356,elite university,64226,63226
68357,non-elite university,87776,86776
68358,elite university,43905,42905
68359,elite university,94582,93582
68360,elite university,114732,113732
68361,non-elite university,18010,17010
68362,non-elite university,39329,38329
68363,elite university,62642,61642
68364,elite university,69317,68317
68365,elite university,111576,110576
68366,non-elite university,45328,44328
68367,non-elite university,59407,58407
68368,elite university,110109,109109
68369,non-elite university,62336,61336
68370,elite university,41861,40861
68371,non-elite university,49856,48856
68372,non-elite university,67762,66762
68373,elite university,89863,88863
68374,elite university,68876,67876
68375,non-elite university,69494,68494
68376,elite university,60555,59555
68377,non-elite university,60702,59702
68378,elite university,43672,42672
68379,non-elite university,94093,93093
68380,elite university,46061,45061
68381,elite university,61276,60276
68382,non-elite university,70559,69559
68383,non-elite university,50819,49819
68384,non-elite university,51836,50836
68385,non-elite university,27195,26195
68386,non-elite university,103913,102913
68387,non-elite university,79023,78023
68388,non-elite university,74772,73772
68389,non-elite university,95354,94354
68390,non-elite university,31401,30401
68391,elite university,42610,41610
68392,non-elite university,51542,50542
68393,elite university,77798,76798
68394,elite university,82657,81657
68395,non-elite university,135721,134721
68396,elite university,57114,56114
68397,non-elite university,84430,83430
68398,elite university,51425,50425
68399,elite university,60987,59987
68400,elite university,66296,65296
68401,non-elite university,54097,53097
68402,elite university,26896,25896
68403,non-elite university,60765,59765
68404,non-elite university,39520,38520
68405,non-elite university,81419,80419
68406,non-elite university,47325,46325
68407,elite university,59385,58385
68408,elite university,55733,54733
68409,non-elite university,81049,80049
68410,elite university,91583,90583
68411,non-elite university,65670,64670
68412,elite university,100434,99434
68413,elite university,61908,60908
68414,elite university,120041,119041
68415,elite university,51514,50514
68416,elite university,50813,49813
68417,elite university,86561,85561
68418,elite university,67890,66890
68419,elite university,82828,81828
68420,non-elite university,51614,50614
68421,non-elite university,44366,43366
68422,elite university,74811,73811
68423,elite university,64744,63744
68424,elite university,90028,89028
68425,elite university,59799,58799
68426,elite university,65908,64908
68427,non-elite university,48550,47550
68428,non-elite university,62086,61086
68429,non-elite university,27932,26932
68430,non-elite university,69838,68838
68431,non-elite university,101347,100347
68432,non-elite university,89351,88351
68433,non-elite university,77438,76438
68434,elite university,37895,36895
68435,elite university,50228,49228
68436,elite university,58864,57864
68437,non-elite university,41039,40039
68438,elite university,26135,25135
68439,elite university,88230,87230
68440,elite university,66282,65282
68441,non-elite university,84197,83197
68442,elite university,41727,40727
68443,elite university,128507,127507
68444,elite university,114112,113112
68445,elite university,110853,109853
68446,elite university,57905,56905
68447,elite university,72613,71613
68448,elite university,126613,125613
68449,elite university,89255,88255
68450,non-elite university,71643,70643
68451,elite university,146023,145023
68452,elite university,54378,53378
68453,elite university,49575,48575
68454,elite university,92298,91298
68455,non-elite university,76843,75843
68456,elite university,136277,135277
68457,non-elite university,73667,72667
68458,elite university,127190,126190
68459,non-elite university,68300,67300
68460,elite university,88720,87720
68461,non-elite university,91719,90719
68462,non-elite university,81404,80404
68463,elite university,75522,74522
68464,non-elite university,53468,52468
68465,non-elite university,78748,77748
68466,non-elite university,82150,81150
68467,elite university,62683,61683
68468,non-elite university,53364,52364
68469,elite university,107069,106069
68470,elite university,105562,104562
68471,non-elite university,46836,45836
68472,non-elite university,83250,82250
68473,non-elite university,34745,33745
68474,elite university,76950,75950
68475,non-elite university,48015,47015
68476,elite university,116049,115049
68477,non-elite university,91165,90165
68478,elite university,72846,71846
68479,non-elite university,32447,31447
68480,non-elite university,62998,61998
68481,elite university,102871,101871
68482,non-elite university,39025,38025
68483,elite university,56233,55233
68484,elite university,85483,84483
68485,non-elite university,88061,87061
68486,non-elite university,45719,44719
68487,elite university,54551,53551
68488,elite university,31974,30974
68489,elite university,63338,62338
68490,elite university,107169,106169
68491,non-elite university,54178,53178
68492,non-elite university,55714,54714
68493,elite university,48896,47896
68494,elite university,125048,124048
68495,non-elite university,66154,65154
68496,non-elite university,55560,54560
68497,non-elite university,59004,58004
68498,non-elite university,50601,49601
68499,elite university,52737,51737
68500,elite university,84246,83246
68501,elite university,59093,58093
68502,elite university,90646,89646
68503,elite university,87644,86644
68504,non-elite university,44238,43238
68505,elite university,29234,28234
68506,elite university,51348,50348
68507,elite university,51047,50047
68508,elite university,67909,66909
68509,elite university,87287,86287
68510,non-elite university,47217,46217
68511,elite university,144070,143070
68512,non-elite university,55199,54199
68513,non-elite university,50826,49826
68514,non-elite university,45536,44536
68515,non-elite university,43649,42649
68516,elite university,111087,110087
68517,elite university,76459,75459
68518,elite university,65036,64036
68519,non-elite university,66773,65773
68520,non-elite university,112265,111265
68521,non-elite university,46392,45392
68522,elite university,27817,26817
68523,non-elite university,59559,58559
68524,non-elite university,38649,37649
68525,elite university,53891,52891
68526,elite university,42790,41790
68527,non-elite university,69135,68135
68528,elite university,136950,135950
68529,non-elite university,58626,57626
68530,non-elite university,94545,93545
68531,non-elite university,52072,51072
68532,non-elite university,49516,48516
68533,elite university,61218,60218
68534,elite university,55576,54576
68535,elite university,45944,44944
68536,elite university,133938,132938
68537,non-elite university,67645,66645
68538,non-elite university,42967,41967
68539,non-elite university,69910,68910
68540,elite university,91660,90660
68541,elite university,114692,113692
68542,elite university,79818,78818
68543,non-elite university,50628,49628
68544,elite university,61251,60251
68545,non-elite university,53476,52476
68546,non-elite university,71473,70473
68547,elite university,77326,76326
68548,non-elite university,92835,91835
68549,non-elite university,50678,49678
68550,non-elite university,76723,75723
68551,elite university,68103,67103
68552,elite university,107474,106474
68553,non-elite university,69618,68618
68554,non-elite university,62749,61749
68555,non-elite university,46414,45414
68556,non-elite university,56537,55537
68557,elite university,64529,63529
68558,non-elite university,41950,40950
68559,elite university,88884,87884
68560,non-elite university,86290,85290
68561,non-elite university,50592,49592
68562,non-elite university,54710,53710
68563,non-elite university,97890,96890
68564,non-elite university,103399,102399
68565,non-elite university,51187,50187
68566,non-elite university,58214,57214
68567,elite university,50585,49585
68568,elite university,101949,100949
68569,elite university,58323,57323
68570,non-elite university,76783,75783
68571,elite university,76387,75387
68572,non-elite university,129968,128968
68573,non-elite university,24171,23171
68574,elite university,109558,108558
68575,elite university,64584,63584
68576,elite university,75531,74531
68577,elite university,45794,44794
68578,elite university,106612,105612
68579,non-elite university,50735,49735
68580,non-elite university,124827,123827
68581,elite university,92262,91262
68582,non-elite university,80633,79633
68583,elite university,76613,75613
68584,elite university,60435,59435
68585,elite university,107391,106391
68586,non-elite university,34180,33180
68587,non-elite university,35126,34126
68588,non-elite university,53609,52609
68589,non-elite university,24400,23400
68590,non-elite university,76488,75488
68591,elite university,78208,77208
68592,elite university,37437,36437
68593,elite university,51292,50292
68594,non-elite university,42837,41837
68595,elite university,87943,86943
68596,non-elite university,64594,63594
68597,non-elite university,55593,54593
68598,elite university,79168,78168
68599,non-elite university,40928,39928
68600,elite university,84327,83327
68601,elite university,78066,77066
68602,non-elite university,29400,28400
68603,elite university,44930,43930
68604,non-elite university,80263,79263
68605,non-elite university,62229,61229
68606,non-elite university,56445,55445
68607,non-elite university,31599,30599
68608,elite university,70181,69181
68609,elite university,98580,97580
68610,non-elite university,61651,60651
68611,elite university,121708,120708
68612,non-elite university,41804,40804
68613,non-elite university,38651,37651
68614,non-elite university,83659,82659
68615,elite university,117529,116529
68616,non-elite university,84415,83415
68617,elite university,74629,73629
68618,elite university,114898,113898
68619,non-elite university,66251,65251
68620,elite university,47512,46512
68621,elite university,77328,76328
68622,elite university,68381,67381
68623,elite university,75166,74166
68624,non-elite university,98418,97418
68625,non-elite university,90370,89370
68626,non-elite university,44826,43826
68627,elite university,31147,30147
68628,non-elite university,44578,43578
68629,elite university,52815,51815
68630,elite university,62524,61524
68631,elite university,73916,72916
68632,non-elite university,53294,52294
68633,non-elite university,54561,53561
68634,elite university,57085,56085
68635,non-elite university,49488,48488
68636,elite university,62587,61587
68637,non-elite university,99848,98848
68638,elite university,43799,42799
68639,non-elite university,37583,36583
68640,non-elite university,57840,56840
68641,elite university,39954,38954
68642,non-elite university,90979,89979
68643,non-elite university,92357,91357
68644,non-elite university,35645,34645
68645,non-elite university,47701,46701
68646,elite university,50337,49337
68647,non-elite university,65103,64103
68648,non-elite university,106417,105417
68649,elite university,88681,87681
68650,elite university,63913,62913
68651,elite university,49816,48816
68652,elite university,73084,72084
68653,non-elite university,64816,63816
68654,non-elite university,90167,89167
68655,non-elite university,88592,87592
68656,elite university,82566,81566
68657,elite university,56806,55806
68658,non-elite university,51638,50638
68659,elite university,44732,43732
68660,non-elite university,47398,46398
68661,elite university,53447,52447
68662,non-elite university,67265,66265
68663,elite university,117777,116777
68664,elite university,80281,79281
68665,elite university,65291,64291
68666,non-elite university,34488,33488
68667,non-elite university,83965,82965
68668,non-elite university,41295,40295
68669,non-elite university,32339,31339
68670,elite university,87207,86207
68671,elite university,58192,57192
68672,elite university,70293,69293
68673,elite university,47308,46308
68674,elite university,60655,59655
68675,non-elite university,47501,46501
68676,non-elite university,52600,51600
68677,non-elite university,49814,48814
68678,elite university,71237,70237
68679,non-elite university,79039,78039
68680,elite university,74309,73309
68681,elite university,39629,38629
68682,elite university,88393,87393
68683,elite university,58672,57672
68684,elite university,77318,76318
68685,non-elite university,33591,32591
68686,elite university,90440,89440
68687,non-elite university,62937,61937
68688,elite university,62484,61484
68689,non-elite university,33857,32857
68690,non-elite university,90319,89319
68691,elite university,103379,102379
68692,elite university,92723,91723
68693,elite university,36544,35544
68694,non-elite university,46822,45822
68695,non-elite university,93354,92354
68696,non-elite university,51167,50167
68697,elite university,38849,37849
68698,non-elite university,87285,86285
68699,non-elite university,50289,49289
68700,non-elite university,73511,72511
68701,non-elite university,43949,42949
68702,elite university,94675,93675
68703,non-elite university,38481,37481
68704,non-elite university,52331,51331
68705,elite university,72550,71550
68706,elite university,118180,117180
68707,non-elite university,133411,132411
68708,non-elite university,57899,56899
68709,elite university,73783,72783
68710,elite university,35288,34288
68711,elite university,81840,80840
68712,elite university,81392,80392
68713,non-elite university,66143,65143
68714,non-elite university,48581,47581
68715,elite university,86024,85024
68716,elite university,96818,95818
68717,elite university,53108,52108
68718,elite university,37401,36401
68719,non-elite university,88158,87158
68720,non-elite university,60553,59553
68721,non-elite university,44816,43816
68722,elite university,99031,98031
68723,non-elite university,39413,38413
68724,elite university,56629,55629
68725,elite university,38450,37450
68726,elite university,118214,117214
68727,elite university,59566,58566
68728,elite university,69494,68494
68729,elite university,52844,51844
68730,non-elite university,61436,60436
68731,non-elite university,51789,50789
68732,elite university,62270,61270
68733,non-elite university,52500,51500
68734,non-elite university,55571,54571
68735,elite university,49185,48185
68736,elite university,55975,54975
68737,non-elite university,91343,90343
68738,non-elite university,83463,82463
68739,non-elite university,57368,56368
68740,non-elite university,58414,57414
68741,non-elite university,75099,74099
68742,elite university,161527,160527
68743,non-elite university,71981,70981
68744,non-elite university,93037,92037
68745,elite university,56639,55639
68746,non-elite university,89687,88687
68747,elite university,74309,73309
68748,non-elite university,64251,63251
68749,non-elite university,68192,67192
68750,elite university,73397,72397
68751,non-elite university,76694,75694
68752,non-elite university,47381,46381
68753,elite university,77897,76897
68754,non-elite university,43861,42861
68755,elite university,31144,30144
68756,non-elite university,66597,65597
68757,non-elite university,46032,45032
68758,elite university,80862,79862
68759,elite university,109320,108320
68760,elite university,29559,28559
68761,non-elite university,96105,95105
68762,elite university,135708,134708
68763,non-elite university,79408,78408
68764,elite university,71919,70919
68765,elite university,124249,123249
68766,non-elite university,48393,47393
68767,elite university,73297,72297
68768,elite university,60192,59192
68769,elite university,71738,70738
68770,non-elite university,31166,30166
68771,elite university,64852,63852
68772,elite university,45671,44671
68773,elite university,117152,116152
68774,non-elite university,86017,85017
68775,elite university,62865,61865
68776,elite university,59684,58684
68777,non-elite university,51533,50533
68778,non-elite university,39942,38942
68779,elite university,58196,57196
68780,non-elite university,65925,64925
68781,elite university,95849,94849
68782,non-elite university,38912,37912
68783,elite university,66577,65577
68784,non-elite university,61601,60601
68785,elite university,35113,34113
68786,non-elite university,40075,39075
68787,elite university,183576,182576
68788,non-elite university,36852,35852
68789,non-elite university,76300,75300
68790,non-elite university,61895,60895
68791,elite university,69248,68248
68792,non-elite university,56833,55833
68793,elite university,55831,54831
68794,elite university,82840,81840
68795,non-elite university,91460,90460
68796,non-elite university,74402,73402
68797,non-elite university,39092,38092
68798,non-elite university,156307,155307
68799,elite university,81033,80033
68800,non-elite university,43610,42610
68801,elite university,47502,46502
68802,elite university,56193,55193
68803,non-elite university,30620,29620
68804,non-elite university,108956,107956
68805,elite university,57111,56111
68806,non-elite university,54464,53464
68807,elite university,65639,64639
68808,elite university,56199,55199
68809,non-elite university,69663,68663
68810,non-elite university,79890,78890
68811,non-elite university,66249,65249
68812,non-elite university,79265,78265
68813,non-elite university,50640,49640
68814,non-elite university,76440,75440
68815,non-elite university,81597,80597
68816,elite university,93386,92386
68817,elite university,67636,66636
68818,non-elite university,50962,49962
68819,non-elite university,42925,41925
68820,non-elite university,43645,42645
68821,non-elite university,47488,46488
68822,non-elite university,58445,57445
68823,non-elite university,53138,52138
68824,non-elite university,58605,57605
68825,elite university,48796,47796
68826,elite university,79667,78667
68827,elite university,86841,85841
68828,elite university,83141,82141
68829,elite university,93725,92725
68830,elite university,93404,92404
68831,non-elite university,40567,39567
68832,non-elite university,59001,58001
68833,elite university,79345,78345
68834,elite university,84163,83163
68835,non-elite university,63378,62378
68836,non-elite university,39058,38058
68837,non-elite university,40883,39883
68838,elite university,64539,63539
68839,non-elite university,49737,48737
68840,non-elite university,33868,32868
68841,non-elite university,77324,76324
68842,non-elite university,90892,89892
68843,elite university,58088,57088
68844,elite university,57845,56845
68845,elite university,70500,69500
68846,elite university,68846,67846
68847,non-elite university,68991,67991
68848,non-elite university,76252,75252
68849,non-elite university,60123,59123
68850,elite university,106437,105437
68851,non-elite university,46550,45550
68852,non-elite university,83853,82853
68853,non-elite university,87691,86691
68854,non-elite university,87371,86371
68855,elite university,72276,71276
68856,elite university,106260,105260
68857,non-elite university,70911,69911
68858,elite university,71976,70976
68859,non-elite university,80052,79052
68860,elite university,45205,44205
68861,elite university,48501,47501
68862,non-elite university,63226,62226
68863,elite university,54056,53056
68864,elite university,89339,88339
68865,elite university,56755,55755
68866,elite university,55292,54292
68867,non-elite university,55921,54921
68868,non-elite university,62438,61438
68869,non-elite university,91291,90291
68870,non-elite university,34405,33405
68871,non-elite university,101780,100780
68872,elite university,68118,67118
68873,non-elite university,71233,70233
68874,non-elite university,77124,76124
68875,elite university,49417,48417
68876,non-elite university,53160,52160
68877,non-elite university,82896,81896
68878,non-elite university,58662,57662
68879,elite university,60435,59435
68880,elite university,73723,72723
68881,elite university,54766,53766
68882,non-elite university,102131,101131
68883,elite university,80934,79934
68884,non-elite university,45595,44595
68885,non-elite university,69270,68270
68886,elite university,43190,42190
68887,non-elite university,70583,69583
68888,non-elite university,84095,83095
68889,non-elite university,39728,38728
68890,non-elite university,168400,167400
68891,elite university,128014,127014
68892,non-elite university,95904,94904
68893,non-elite university,88430,87430
68894,non-elite university,71835,70835
68895,non-elite university,51075,50075
68896,elite university,38958,37958
68897,non-elite university,63513,62513
68898,non-elite university,77942,76942
68899,non-elite university,30409,29409
